,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
461,231200,Presales Executive,Sales and Business ,Junior Level,Anjana Av,"Business Development, Corporate Sales, Direct Sales, Sales",Instahyre,2016,7,Human Resources / Staffing / Recruiting,"Bangalore, Mumbai",125,https://www.instahyre.com/job-231200-presales-executive-at-instahyre-bangalore-mumbai/
462,234811,Front Office Assistant,Operations ,Junior Level,Nisha Shahapur,Operations Management,Nextwebi IT Solutions,2015,8,Human Resources / Staffing / Recruiting,Bangalore,30,https://www.instahyre.com/job-234811-front-office-assistant-at-nextwebi-it-solutions-bangalore/
463,236106,Business Development Manager,Sales and Business ,Senior,Mary Dsouza,"Business Development, Corporate Sales, Direct Sales, Sales",OnGrid,2016,7,Human Resources / Staffing / Recruiting,Gurgaon,350,https://www.instahyre.com/job-236106-business-development-manager-at-ongrid-gurgaon/
464,211281,Senior Product Manager,Technical Management ,Senior,Deepthi Ravindran,"Consumer Software, Product Management",Sequoia Consulting Group,2001,22,Human Resources / Staffing / Recruiting,Bangalore,350,https://www.instahyre.com/job-211281-senior-product-manager-at-sequoia-consulting-group-bangalore/
465,196961,Business / Sales Head,Sales and Business ,Intermediate Level,Ashwin Modi,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",thinkify.io,2018,5,Human Resources / Staffing / Recruiting,Bangalore,30,https://www.instahyre.com/job-196961-business-sales-head-at-thinkify-2-bangalore/
466,266287,Business Development,Sales and Business ,Junior Level,Rashmi Choudhary,"Business Development, Direct Sales, Sales, Telecalling",Xcelent Intersec,2017,6,Human Resources / Staffing / Recruiting,Work From Home,5,https://www.instahyre.com/job-266287-business-development-at-xcelent-intersec-work-from-home/
467,263914,Senior Accountant,Operations ,Intermediate Level,Rahul Gupta,"Accounting, Auditing, Finance, Taxation, Budgeting, External Audit, Financial Analysis, GST, Income Tax, Internal Audit, MIS, Sales Tax, Tally, TDS",Careium Pharmaceuticals,2021,2,Import / Export / Trading,Mumbai,5,https://www.instahyre.com/job-263914-senior-accountant-at-careium-pharmaceuticals-mumbai/
468,239611,Asst. Sales Manager,Sales and Business ,Intermediate Level,Atspl Hr,"Business Development, Corporate Sales, Direct Sales, Sales",Aditi Tracking,2011,12,Industrial Products / Machinery,"Mumbai, Navi Mumbai",125,https://www.instahyre.com/job-239611-asst-sales-manager-at-aditi-tracking-mumbai-navi-mumbai/
469,236699,Document Review & Validator Analyst,Sales and Business ,Junior Level,Nikhila Shree,"Customer Service, Key Account Management",Foundation AI,2018,5,Legal,"Hyderabad, Work From Home",30,https://www.instahyre.com/job-236699-document-review-validator-analyst-at-foundation-ai-hyderabad-work-from-home/
470,264512,Client Relationship Manager - Saas Product,Sales and Business ,Intermediate Level,Swati Sehgal,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Manupatra,2000,23,Legal,Noida,125,https://www.instahyre.com/job-264512-client-relationship-manager-saas-product-at-manupatra-noida/
471,209910,Debt Recovery Officer,Operations ,Junior Level,Mansi Kanyal,Operations Management,Renovo Assets,2015,8,Legal,"Chandigarh, Delhi, Mumbai",30,https://www.instahyre.com/job-209910-debt-recovery-officer-at-renovo-assets-chandigarh-delhi-mumbai/
472,199336,Business Development Manager,Sales and Business ,Mid Senior Level,Krati Sharma,"Business Development, Corporate Sales, International Sales, Sales",The Legal Base,2020,3,Legal,"Chandigarh, Mohali",30,https://www.instahyre.com/job-199336-business-development-manager-at-the-legal-base-chandigarh-mohali/
473,249467,Executive Assistant,Sales and Business ,Junior Level,Nikita,"General Management, Corporate Strategy, Strategic Planning",Apptad,2013,10,Luxury Goods / Jewellery,Noida,750,https://www.instahyre.com/job-249467-executive-assistant-at-apptad-noida/
474,230509,Sales Executive - Retail Sales,Sales and Business ,Junior Level,Arpita Chattopadhyay,"Direct Sales, Sales",BlueStone.com,2011,12,Luxury Goods / Jewellery,"Bangalore, Chennai, Hyderabad",350,https://www.instahyre.com/job-230509-sales-executive-retail-sales-at-bluestone-bangalore-chennai-hyderabad/
475,248940,Associate Sales Manager,Sales and Business ,Intermediate Level,Vishakha Kharade,"Business Development, Corporate Sales, Sales",A A Garg & Co,2020,3,Management Consulting,Mumbai,30,https://www.instahyre.com/job-248940-associate-sales-manager-at-a-a-garg-co-mumbai/
476,231007,Wealth Management Executive,Sales and Business ,Junior Level,Prefect Ed,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",ACME Group,2012,11,Management Consulting,Noida,125,https://www.instahyre.com/job-231007-wealth-management-executive-at-acme-group-noida/
477,255062,Manager - Fixed Assets and Lease Accounting,Operations ,Executive,Sporshita Ray,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",Booking Holdings,1996,27,Management Consulting,Bangalore,1000,https://www.instahyre.com/job-255062-manager-fixed-assets-and-lease-accounting-at-booking-holdings-bangalore/
478,256825,Risk & Controls - Specialist SOD,IT Operations and Support ,Intermediate Level,Sporshita Ray,"GRC, ITGC, SAP S4 HANA, SAP Security, SOD",Booking Holdings,1996,27,Management Consulting,Bangalore,1000,https://www.instahyre.com/job-256825-risk-controls-specialist-sod-at-booking-holdings-bangalore/
479,261355,Business Development Associate,Sales and Business ,Junior Level,Radhika Goel,"Business Development, International Sales, Sales",Expand My Business,2018,5,Management Consulting,Gurgaon,350,https://www.instahyre.com/job-261355-business-development-associate-at-expand-my-business-gurgaon/
480,246937,Primary Research Analyst,Sales and Business ,Junior Level,Siya Chavan,"Customer Interaction, Customer Relationship, Customer Service",Market Expertise,2011,12,Management Consulting,Pune,125,https://www.instahyre.com/job-246937-primary-research-analyst-at-market-expertise-pune/
481,253839,Progress Partner - Business Coach,Operations ,Mid Senior Level,Abhishek S Thalanki,"Logistics Management, Operations Management, Process Improvement, Production Management, Supply Chain Management",Quantum Leap Learning Solutions,2006,17,Management Consulting,Bangalore,125,https://www.instahyre.com/job-253839-progress-partner-business-coach-at-quantum-leap-learning-solutions-bangalore/
482,254525,Senior Manager- Implementation Operations,Operations ,Senior,Hema Negi,"Accounting, Finance, Payroll Management",Rippling,2016,7,Management Consulting,Bangalore,1000,https://www.instahyre.com/job-254525-senior-manager-implementation-operations-at-rippling-bangalore/
483,264592,Content Writer,Marketing ,Intermediate Level,Rashika Deswal,"Content Writing, English Content, Hindi Content",The Ideaz Factory,2013,10,Management Consulting,"Chandigarh, Noida",125,https://www.instahyre.com/job-264592-content-writer-at-the-ideaz-factory-chandigarh-noida/
484,266902,Senior Manager - Strategic and Management,Sales and Business ,Intermediate Level,Uloapp A New Wave Of Living,"General Management, Corporate Strategy, Strategic Planning",UloApp,2017,6,Management Consulting,Mumbai,30,https://www.instahyre.com/job-266902-senior-manager-strategic-and-management-at-uloapp-mumbai/
485,154018,B2B Sales Manager,Sales and Business ,Junior Level,Sunitha Mudiraj,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Revenue Management, Sales",Univariety,2011,12,Management Consulting,Work From Home,125,https://www.instahyre.com/job-154018-b2b-sales-manager-at-univariety-work-from-home/
486,83118,Content Writer,Marketing ,Intermediate Level,Senthilmurugan Raju,"Content Marketing, Content Writing",Ionixx Technologies,2013,10,Market Research / Analytics,"Chennai, Work From Home",350,https://www.instahyre.com/job-83118-content-writer-at-ionixx-technologies-chennai-work-from-home/
487,259038,Senior / Executive Business Development,Sales and Business ,Junior Level,Arun Kumar,"Business Development, Corporate Sales, International Sales, Sales",Nous Infosystems,1996,27,Market Research / Analytics,Coimbatore,1000,https://www.instahyre.com/job-259038-senior-executive-business-development-at-nous-infosystems-coimbatore/
488,257387,Internal Controls Analyst,Operations ,Mid Senior Level,Sai Kiran Reddy,"Operations Management, Process Improvement",Paypal,1998,25,Market Research / Analytics,"Bangalore, Chennai, Work From Home",1000,https://www.instahyre.com/job-257387-internal-controls-analyst-at-paypal-bangalore-chennai-work-from-home/
489,265722,Sales Development Representative,Sales and Business ,Mid Senior Level,Sayan Mondal,"Business Development, Corporate Sales, International Sales, Sales",Perennial Systems,2006,17,Market Research / Analytics,Pune,350,https://www.instahyre.com/job-265722-sales-development-representative-at-perennial-systems-pune/
490,265001,Content Writer,Marketing ,Intermediate Level,Neha Goel,"Content Writing, English Content",SunTec,1999,24,Market Research / Analytics,Delhi,1000,https://www.instahyre.com/job-265001-content-writer-at-suntec-delhi/
491,239213,Data Analyst,Software Engineering ,Intermediate Level,Asha Mathpal,"Python, SQL",WeRize,2019,4,Market Research / Analytics,Bangalore,125,https://www.instahyre.com/job-239213-data-analyst-at-werize-bangalore/
492,265992,B2B Corporate Sales - Gifting Segment,Sales and Business ,Junior Level,Anashwara Mathew,"Business Development, Corporate Sales, Direct Sales, Sales",DailyObjects,2012,11,Marketing / Advertising,Gurgaon,125,https://www.instahyre.com/job-265992-b2b-corporate-sales-gifting-segment-at-dailyobjects-2-gurgaon/
493,261709,Admission Officer,Sales and Business ,Intermediate Level,Tanzeem Ashraf,"Business Development, Corporate Sales, Direct Sales, Sales",Edvizo,2017,6,Marketing / Advertising,Patna,30,https://www.instahyre.com/job-261709-admission-officer-at-edvizo-2-patna/
494,266937,Content Writer,Marketing ,Junior Level,Akshaya Lakshmi,"Content Marketing, Content Writing, English Content",ElectricPe,2021,2,Marketing / Advertising,Bangalore,30,https://www.instahyre.com/job-266937-content-writer-at-electricpe-bangalore/
495,261355,Business Development Associate,Sales and Business ,Junior Level,Radhika Goel,"Business Development, International Sales, Sales",Expand My Business,2018,5,Marketing / Advertising,Gurgaon,350,https://www.instahyre.com/job-261355-business-development-associate-at-expand-my-business-gurgaon/
496,262059,Content Writer,Marketing ,Junior Level,Bhuvi Verma,"Content Writing, English Content",Graygraph Technologies,2015,8,Marketing / Advertising,Noida,750,https://www.instahyre.com/job-262059-content-writer-at-graygraph-technologies-noida/
497,264783,Telecaller,Sales and Business ,Junior Level,Rakshita Tibrewal,"Sales, Telecalling",India Business Ventures,2021,2,Marketing / Advertising,Jaipur,125,https://www.instahyre.com/job-264783-telecaller-at-india-business-ventures-jaipur/
498,261226,Lead Generation Executive,Sales and Business ,Junior Level,Garima Garg,"Business Development, Sales",Lets Influence,2018,5,Marketing / Advertising,Gurgaon,30,https://www.instahyre.com/job-261226-lead-generation-executive-at-lets-influence-gurgaon/
499,263945,Business Development,Sales and Business ,Intermediate Level,Sonia Garg,"Business Development, Corporate Sales, International Sales",Maxposure Media Group,2006,17,Marketing / Advertising,Delhi,350,https://www.instahyre.com/job-263945-business-development-at-maxposure-media-group-delhi/
500,260537,Lead Development (Influencer Marketing) (Drive),Sales and Business ,Intermediate Level,Tuzar Baria,"Business Development, CRM, Lead Generation, Marketing",Only Much Louder,2001,22,Marketing / Advertising,Bangalore,125,https://www.instahyre.com/job-260537-lead-development-influencer-marketing-drive-at-only-much-louder-bangalore/
501,265069,Principal Software Engineer,Software Engineering ,Senior,Varsha Gaitonde,"Magento, Advertising, Java, Linux",PubMatic,2006,17,Marketing / Advertising,Pune,750,https://www.instahyre.com/job-265069-principal-software-engineer-at-pubmatic-pune/
502,254296,Content & Community Lead,Marketing ,Junior Level,Revathi Ramakrishnan,"Content Marketing, Content Writing",Assembly Travel,2018,5,Marketing / Advertising,Gurgaon,30,https://www.instahyre.com/job-254296-content-community-lead-at-assembly-travel-gurgaon/
503,246364,Sales Officer (SO),Sales and Business ,Junior Level,Seenivasan M,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Brigade LED,2014,9,Marketing / Advertising,Bangalore,125,https://www.instahyre.com/job-246364-sales-officer-so-at-brigade-led-bangalore/
504,258073,Business Development Executive,Sales and Business ,Junior Level,Mahek Garg,"Business Development, Sales",Chatterbox Technologies,2016,7,Marketing / Advertising,Mumbai,125,https://www.instahyre.com/job-258073-business-development-executive-at-chatterbox-technologies-mumbai/
505,255503,Sales Executive,Sales and Business ,Junior Level,Ayesha Lashkariya,"Business Development, Corporate Sales, Sales, Telecalling",Co-Purrb,2017,6,Marketing / Advertising,Pune,5,https://www.instahyre.com/job-255503-sales-executive-at-co-purrb-pune/
506,247451,Software Development Engineer 2 - Data Acquisition,Software Engineering ,Intermediate Level,Chaithra G,"Hibernate, J2EE, Java, Spring",CommerceIQ,2012,11,Marketing / Advertising,Bangalore,350,https://www.instahyre.com/job-247451-software-development-engineer-2-data-acquisition-at-commerceiq-bangalore/
507,253943,Sales Executive- Real Estate,Sales and Business ,Mid Senior Level,Pradeep Unnikannan,"Business Development, Sales, Telecalling",Sigaram Holdings,2003,20,Marketing / Advertising,Chennai,125,https://www.instahyre.com/job-253943-sales-executive-real-estate-at-sigaram-holdings-chennai/
508,256959,Business Development Manager - Digital,Sales and Business ,Mid Senior Level,Vasundhara Sharma,Business Development,Syrup Technologies,2007,16,Marketing / Advertising,Delhi,30,https://www.instahyre.com/job-256959-business-development-manager-digital-at-syrup-technologies-delhi/
509,243792,Presales Cosultant,Sales and Business ,Intermediate Level,Raj Preethi K,Business Development,Xerago,2002,21,Marketing / Advertising,Chennai,350,https://www.instahyre.com/job-243792-presales-cosultant-at-xerago-chennai/
510,255785,Social Media Manager,Marketing ,Junior Level,Zero Cac,"Content Marketing, Content Writing",ZerO CAC,2023,0,Marketing / Advertising,Hyderabad,30,https://www.instahyre.com/job-255785-social-media-manager-at-zero-cac-hyderabad/
511,231007,Wealth Management Executive,Sales and Business ,Junior Level,Prefect Ed,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",ACME Group,2012,11,Marketing / Advertising,Noida,125,https://www.instahyre.com/job-231007-wealth-management-executive-at-acme-group-noida/
512,229897,Digital Marketing Executive,Operations ,Junior Level,Shivangi Kant,Operations Management,Axponent,2020,3,Marketing / Advertising,Gurgaon,30,https://www.instahyre.com/job-229897-digital-marketing-executive-at-axponent-gurgaon/
513,240080,Business Development Manager,Sales and Business ,Mid Senior Level,Geeta Sariya,"Business Development, International Sales, Sales",Ker InfoTech,2017,6,Marketing / Advertising,Ahmedabad,30,https://www.instahyre.com/job-240080-business-development-manager-at-ker-infotech-ahmedabad/
514,240641,Telemarketing Specialist,Sales and Business ,Junior Level,Nikhil Philips,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Madhu Infotech,1999,24,Marketing / Advertising,Bangalore,125,https://www.instahyre.com/job-240641-telemarketing-specialist-at-madhu-infotech-bangalore/
515,234811,Front Office Assistant,Operations ,Junior Level,Nisha Shahapur,Operations Management,Nextwebi IT Solutions,2015,8,Marketing / Advertising,Bangalore,30,https://www.instahyre.com/job-234811-front-office-assistant-at-nextwebi-it-solutions-bangalore/
516,234706,Sports Copywriter,Marketing ,Junior Level,Farzana Q,Content Writing,Story Digital,2017,6,Marketing / Advertising,Delhi,30,https://www.instahyre.com/job-234706-sports-copywriter-at-story-digital-delhi/
517,231271,Sales Executive (B2B),Sales and Business ,Junior Level,Swamy B,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",UIConnect,2015,8,Marketing / Advertising,Bangalore,5,https://www.instahyre.com/job-231271-sales-executive-b2b-at-uiconnect-bangalore/
518,233408,Ad Sales,Sales and Business ,Fresher,Janvi Singh,"Business Development, Corporate Sales, Direct Sales, Sales",Valueleaf Services,2006,17,Marketing / Advertising,Gurgaon,350,https://www.instahyre.com/job-233408-ad-sales-at-valueleaf-services-gurgaon/
519,224891,Client Servicing Executive,Sales and Business ,Junior Level,Pashmina Chawla,"Customer Interaction, Customer Relationship, Customer Service",Verve Media,2016,7,Marketing / Advertising,Mumbai,30,https://www.instahyre.com/job-224891-client-servicing-executive-at-verve-media-mumbai/
520,226941,Business Development Executive - Sales (Tamil),Sales and Business ,Junior Level,Neha Pandey,"Business Development, Corporate Sales, International Sales, Sales",Zoetic BPO Services,2019,4,Marketing / Advertising,Noida,30,https://www.instahyre.com/job-226941-business-development-executive-sales-tamil-at-zoetic-bpo-services-noida/
521,172139,Content Writers,Marketing ,Junior Level,Abhinay Gautam Singh,"Content Marketing, Content Writing, English Content, Hindi Content",Blue Whistle Advertising,2018,5,Marketing / Advertising,Patna,125,https://www.instahyre.com/job-172139-content-writers-at-blue-whistle-advertising-patna/
522,194538,Customer Success Specialist,Sales and Business ,Intermediate Level,Sandhya Rani,"Customer Interaction, Customer Relationship, Key Account Management",CommerceIQ,2012,11,Marketing / Advertising,Bangalore,350,https://www.instahyre.com/job-194538-customer-success-specialist-at-commerceiq-bangalore/
523,83118,Content Writer,Marketing ,Intermediate Level,Senthilmurugan Raju,"Content Marketing, Content Writing",Ionixx Technologies,2013,10,Marketing / Advertising,"Chennai, Work From Home",350,https://www.instahyre.com/job-83118-content-writer-at-ionixx-technologies-chennai-work-from-home/
524,164981,Product Content Writer,Marketing ,Intermediate Level,Rahul Muley,"Content Marketing, Content Writing, English Content",Promobi Technologies,2013,10,Marketing / Advertising,Pune,125,https://www.instahyre.com/job-164981-product-content-writer-at-promobi-technologies-pune/
525,221766,Copywriter,Marketing ,Mid Senior Level,Swati Jhamb,"Content Writing, English Content",Sirona Hygiene,2015,8,Marketing / Advertising,Delhi,125,https://www.instahyre.com/job-221766-copywriter-at-sirona-hygiene-delhi/
526,188840,Sales Manager,Sales and Business ,Intermediate Level,Fariya Ilyas,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Square Pixel,2010,13,Marketing / Advertising,Mumbai,350,https://www.instahyre.com/job-188840-sales-manager-at-square-pixel-mumbai/
527,258073,Business Development Executive,Sales and Business ,Junior Level,Mahek Garg,"Business Development, Sales",Chatterbox Technologies,2016,7,Media / Entertainment,Mumbai,125,https://www.instahyre.com/job-258073-business-development-executive-at-chatterbox-technologies-mumbai/
528,233364,Business Development,Sales and Business ,Junior Level,Drishya Bhatia,"Business Development, Sales",CoinGape,2017,6,Media / Entertainment,Gurgaon,125,https://www.instahyre.com/job-233364-business-development-at-coingape-gurgaon/
529,252103,Content Marketer,Marketing ,Intermediate Level,Supriya Samson,Content Writing,EduFund,2019,4,Media / Entertainment,"Bangalore, Mumbai, Pune",30,https://www.instahyre.com/job-252103-content-marketer-at-edufund-bangalore-mumbai-pune/
530,241809,Entertainment Content Writer,Marketing ,Junior Level,Shavin Kamble,"Content Writing, English Content",Evertiz Solutions,2020,3,Media / Entertainment,Mumbai,5,https://www.instahyre.com/job-241809-entertainment-content-writer-at-evertiz-solutions-mumbai/
531,261226,Lead Generation Executive,Sales and Business ,Junior Level,Garima Garg,"Business Development, Sales",Lets Influence,2018,5,Media / Entertainment,Gurgaon,30,https://www.instahyre.com/job-261226-lead-generation-executive-at-lets-influence-gurgaon/
532,265990,Digital Sales Executive - Digital Marketing,Sales and Business ,Intermediate Level,Rohith Pramod,"Business Development, Direct Sales, Sales",Mid-Day,1979,44,Media / Entertainment,Mumbai,350,https://www.instahyre.com/job-265990-digital-sales-executive-digital-marketing-at-mid-day-mumbai/
533,250742,SUB Editor - Digital News Desk,Marketing ,Junior Level,Reshma Krishnan,"Content Writing, English Content",Mid-Day,1979,44,Media / Entertainment,Mumbai,350,https://www.instahyre.com/job-250742-sub-editor-digital-news-desk-at-mid-day-mumbai/
534,266953,Content Writing Specialist,Marketing ,Intermediate Level,Uloapp A New Wave Of Living,"Content Marketing, Content Writing",UloApp,2017,6,Media / Entertainment,Mumbai,30,https://www.instahyre.com/job-266953-content-writing-specialist-at-uloapp-mumbai/
535,233408,Ad Sales,Sales and Business ,Fresher,Janvi Singh,"Business Development, Corporate Sales, Direct Sales, Sales",Valueleaf Services,2006,17,Media / Entertainment,Gurgaon,350,https://www.instahyre.com/job-233408-ad-sales-at-valueleaf-services-gurgaon/
536,260615,Associate Program Manager,Sales and Business ,Intermediate Level,Lavanya Prabhakar,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",YOptima,2013,10,Media / Entertainment,Navi Mumbai,30,https://www.instahyre.com/job-260615-associate-program-manager-at-yoptima-navi-mumbai/
537,188840,Sales Manager,Sales and Business ,Intermediate Level,Fariya Ilyas,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Square Pixel,2010,13,Media / Entertainment,Mumbai,350,https://www.instahyre.com/job-188840-sales-manager-at-square-pixel-mumbai/
538,146010,Inside Sales Specialist,Sales and Business ,Junior Level,Shambhavi From Starclinch,"Business Development, Corporate Sales, Sales",StarClinch,2015,8,Media / Entertainment,Delhi,30,https://www.instahyre.com/job-146010-inside-sales-specialist-at-starclinch-delhi/
539,231271,Sales Executive (B2B),Sales and Business ,Junior Level,Swamy B,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",UIConnect,2015,8,Media / Entertainment,Bangalore,5,https://www.instahyre.com/job-231271-sales-executive-b2b-at-uiconnect-bangalore/
540,258362,Sales Manager,Sales and Business ,Junior Level,Nair Rinku,"Business Development, Direct Sales, Sales",Hanumat Agencies,2019,4,Medical Devices,Trivandrum,30,https://www.instahyre.com/job-258362-sales-manager-at-hanumat-agencies-trivandrum/
541,258475,Medical Sales Representative - Diabetes Category,Sales and Business ,Intermediate Level,Kavita Chitlangi,"Business Development, Direct Sales, Sales",Lo! Foods,2019,4,Medical Devices,Bangalore,30,https://www.instahyre.com/job-258475-medical-sales-representative-diabetes-category-at-lo-foods-bangalore/
542,246632,Content Writer,Marketing ,Intermediate Level,Kush Kansara,"Content Marketing, Content Writing, English Content",Wellnest Tech,2018,5,Medical Devices,Ahmedabad,30,https://www.instahyre.com/job-246632-content-writer-at-wellnest-tech-ahmedabad/
543,250042,Corporate Sales Executive,Sales and Business ,Junior Level,Monika Sharma,"Corporate Sales, Direct Sales, Sales",Sapcon Steels,1992,31,Mining / Metals / Steel,Chandigarh,125,https://www.instahyre.com/job-250042-corporate-sales-executive-at-sapcon-steels-chandigarh/
544,234778,Business Management Consultant,Sales and Business ,Intermediate Level,Impact Guru Foundation,"Business Development, General Management, Operations Management, Strategic Planning",Impact Guru Foundation,2014,9,Nonprofit / Social Services,Mumbai,30,https://www.instahyre.com/job-234778-business-management-consultant-at-impact-guru-foundation-mumbai/
545,247482,Project Coordinator,Sales and Business ,Junior Level,Sultan Sayyed,Operations Management,Pledge Foundation,2021,2,Nonprofit / Social Services,Mumbai,125,https://www.instahyre.com/job-247482-project-coordinator-at-pledge-foundation-mumbai/
546,225906,Account Manager,Sales and Business ,Intermediate Level,Anju Mangla,"Business Development, Sales",Computer Ware India,1987,36,Oil & Gas / Infrastructure / Energy,Delhi,30,https://www.instahyre.com/job-225906-account-manager-at-computer-ware-india-delhi/
547,237050,Medical Representative,Sales and Business ,Junior Level,Deepika Prajapati,"Business Development, Direct Sales, Sales",Advancells,2005,18,Pharma / Biotech,Noida,30,https://www.instahyre.com/job-237050-medical-representative-at-advancells-noida/
548,241806,Pharmacist Assistants,Sales and Business ,Junior Level,Suneel Chirra,Pharmacy Operations,Apollo Pharmacy,1987,36,Pharma / Biotech,Hyderabad,1000,https://www.instahyre.com/job-241806-pharmacist-assistants-at-apollo-pharmacy-hyderabad/
549,258362,Sales Manager,Sales and Business ,Junior Level,Nair Rinku,"Business Development, Direct Sales, Sales",Hanumat Agencies,2019,4,Pharma / Biotech,Trivandrum,30,https://www.instahyre.com/job-258362-sales-manager-at-hanumat-agencies-trivandrum/
550,264372,Sales Engineer / Sales Executive,Sales and Business ,Junior Level,Soumya Sp,Sales,Scientific Research Instruments Company (SRICO),2011,12,Pharma / Biotech,"Bangalore, Hyderabad, Mumbai",30,https://www.instahyre.com/job-264372-sales-engineer-sales-executive-at-scientific-research-instruments-company-srico-bangalore-hyderabad-mumbai/
551,246632,Content Writer,Marketing ,Intermediate Level,Kush Kansara,"Content Marketing, Content Writing, English Content",Wellnest Tech,2018,5,Pharma / Biotech,Ahmedabad,30,https://www.instahyre.com/job-246632-content-writer-at-wellnest-tech-ahmedabad/
552,264592,Content Writer,Marketing ,Intermediate Level,Rashika Deswal,"Content Writing, English Content, Hindi Content",The Ideaz Factory,2013,10,Political Organization,"Chandigarh, Noida",125,https://www.instahyre.com/job-264592-content-writer-at-the-ideaz-factory-chandigarh-noida/
553,250129,Sr. Business Development Executive,Sales and Business ,Intermediate Level,Printbranch Career,"Business Development, Sales",Printbranch,2013,10,Printing / Packaging,Bangalore,125,https://www.instahyre.com/job-250129-sr-business-development-executive-at-printbranch-bangalore/
554,242179,Administrative Executive,Operations ,Junior Level,Sowmya Murthy,"Inventory Management, Material Management, Procurement, Vendor Management",Kushal's Fashion Jewellery,2006,17,Public Relations,Bangalore,350,https://www.instahyre.com/job-242179-administrative-executive-at-kushals-fashion-jewellery-bangalore/
555,264592,Content Writer,Marketing ,Intermediate Level,Rashika Deswal,"Content Writing, English Content, Hindi Content",The Ideaz Factory,2013,10,Public Relations,"Chandigarh, Noida",125,https://www.instahyre.com/job-264592-content-writer-at-the-ideaz-factory-chandigarh-noida/
556,233364,Business Development,Sales and Business ,Junior Level,Drishya Bhatia,"Business Development, Sales",CoinGape,2017,6,Publishing,Gurgaon,125,https://www.instahyre.com/job-233364-business-development-at-coingape-gurgaon/
557,263945,Business Development,Sales and Business ,Intermediate Level,Sonia Garg,"Business Development, Corporate Sales, International Sales",Maxposure Media Group,2006,17,Publishing,Delhi,350,https://www.instahyre.com/job-263945-business-development-at-maxposure-media-group-delhi/
558,261434,Senior Principal Consultant - Data Operations,Data Science and Analysis ,Executive,Abhishu Venkata Varahagiri,"Business Development, Data Analysis",Accenture,1989,34,Real Estate / Property,Bangalore,1000,https://www.instahyre.com/job-261434-senior-principal-consultant-data-operations-at-accenture-2-bangalore/
559,266265,Site Head,Sales and Business ,Mid Senior Level,Riya Guchait,"Direct Sales, Sales",ASAP Realtech,2022,1,Real Estate / Property,Mumbai,30,https://www.instahyre.com/job-266265-site-head-at-asap-realtech-mumbai/
560,264842,Sales Manager,Sales and Business ,Junior Level,Pushpa Anjali A,"Business Development, Sales",ConvertCart,2013,10,Real Estate / Property,Bangalore,125,https://www.instahyre.com/job-264842-sales-manager-at-convertcart-2-bangalore/
561,265670,Team Leader,Sales and Business ,Intermediate Level,Mayank Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Hike Education,2014,9,Real Estate / Property,"Gurgaon, Hyderabad, Mumbai",125,https://www.instahyre.com/job-265670-team-leader-at-hike-education-gurgaon-hyderabad-mumbai/
562,256649,Sales Manager,Sales and Business ,Intermediate Level,Srilakshmi Nair,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Hustlehub,2018,5,Real Estate / Property,Bangalore,125,https://www.instahyre.com/job-256649-sales-manager-at-hustlehub-bangalore/
563,265466,Asst.Manager - Sales,Sales and Business ,Intermediate Level,Rangaraj G,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Marutham Group,1999,24,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-265466-asstmanager-sales-at-marutham-group-chennai/
564,256564,Sales Executive,Sales and Business ,Junior Level,Rama Shanker Chaurasia,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Property Simplify,2017,6,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-256564-sales-executive-at-property-simplify-bangalore/
565,254339,Business Manager,Sales and Business ,Intermediate Level,Pradeep Unnikannan,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Sigaram Holdings,2003,20,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-254339-business-manager-at-sigaram-holdings-chennai/
566,256415,Sales Manager - Real Estate,Sales and Business ,Intermediate Level,Pradeep Unnikannan,"Business Development, Sales",Sigaram Holdings,2003,20,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-256415-sales-manager-real-estate-at-sigaram-holdings-chennai/
